Resume,Interests,Skills,Masters,UG_Specialization,Career_Path
Financial Analysis;Research;Teaching;Understand human behaviour;Web Designing;Data analytics Accounting Skills;Gathering Information;Artistic/Creative Skills;Editing;Linux Mechanical Engineering   No Commerce,Financial Analysis;Research;Teaching;Understand human behaviour;Web Designing;Data analytics,Accounting Skills;Gathering Information;Artistic/Creative Skills;Editing;Linux,Commerce,Mechanical Engineering ,Data Scientist
Data analytics;Data scientist;Machine Learning;Excel Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Client management;Good communication skills;Teaching;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);Programming Language C Accountancy Senior PMO - Data Analyst No,Data analytics;Data scientist;Machine Learning;Excel,Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Client management;Good communication skills;Teaching;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);Programming Language C,,Accountancy,Data Scientist
Teaching;Technology Analytical Skills;Leadership;Social Media Marketing Mechanical Engineering Design Engineer  No,Teaching;Technology,Analytical Skills;Leadership;Social Media Marketing,,Mechanical Engineering,Sales & Marketing Executive
"Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills Mechanical Engineering  Site engineer STAAD PRO  Masters in structural engineering","Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills",Masters in structural engineering ,Mechanical Engineering ,Product Manager
Technology;Web Designing Programming Language skills;Wealth Management;Python Engineering Developer  No,Technology;Web Designing,Programming Language skills;Wealth Management;Python,,Engineering,Management Professional
"Technology AI, Python Computer Science  Computer Software Engineer No",Technology,"AI, Python",,Computer Science ,Data Scientist
Supply Chain Analysis;Data analytics Active Listening;People management;Leadership Mechanical Engineering Store keeper No,Supply Chain Analysis;Data analytics,Active Listening;People management;Leadership,,Mechanical Engineering,Data Scientist
Technology;Trading;Data analytics;Service Business Knowledge;Product knowledge Computer Science Engineering  No Master of Business Management,Technology;Trading;Data analytics;Service,Business Knowledge;Product knowledge,Master of Business Management,Computer Science Engineering,Data Scientist
"Web Designing;Govt. Job;Web development Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS Management Sales Cad",Web Designing;Govt. Job;Web development,"Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS",,Management,Content Writer
Research Active Listening;Programming Language skills;Risk management skills;Writing skills;SQL;Java Mechanical   No,Research,Active Listening;Programming Language skills;Risk management skills;Writing skills;SQL;Java,,Mechanical ,Content Writer
Technology Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java Computer Science Engineering Associate consultant  No,Technology,Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java,,Computer Science Engineering,Data Scientist
"Technology Team work, Excel, Logical Skills, C++, Problem Solving skills, Writing Computer Science Engineering Student (Unemployed) No",Technology,"Team work, Excel, Logical Skills, C++, Problem Solving skills, Writing",,Computer Science Engineering,Content Writer
Technology;Industires;Information Technology Hardware skills;PLC/SCADA/VLSI/DCS Information TechNAlogy Instrumentation and Control Engineer  PLC,Technology;Industires;Information Technology,Hardware skills;PLC/SCADA/VLSI/DCS,,Information TechNAlogy,Instrumentation Engineer
Financial Analysis;Research;Technology;Data analytics Programming Language skills;Critical Thinking;Business Knowledge;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java Instrumentation  Data Science,Financial Analysis;Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java,,Instrumentation,Data Scientist
"Technology,Teaching Creativity Skills, Team work, Programming Electronics and Communication Engineering Java Full Stack Developer Full Stack Developer Training Masters in Business Analytics","Technology,Teaching","Creativity Skills, Team work, Programming",Masters in Business Analytics,Electronics and Communication Engineering,Web Developer
"Software engineer  AI, ML, Python Civil Engineering Student (Unemployed) No",Software engineer ,"AI, ML, Python",,Civil Engineering,Software Developer
"Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist;Web development;Service;Infrastructure Accounting Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Medical knowledge;Java;Cloud Computing;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills Java Programming & Website Designing  Type writting English  skills M PHARMACY",Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist;Web development;Service;Infrastructure,"Accounting Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Medical knowledge;Java;Cloud Computing;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills",M PHARMACY,Java Programming & Website Designing,Data Scientist
"Construction;Construction Manegement;Urban Planning Proeficiency in Software like STAAD PRO, ETABS Pharmacy Civil & Structural Engineer STAAD-Pro",Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",,Pharmacy,Civil Engineer
Technology Programming Civil Tele-caller I doing job  Masters in Computer Science,Technology,Programming,Masters in Computer Science,Civil,Civil Services (IAS/IPS/IFS)
Web Designing;Web development Javascript Computer Science Engineering Associate Consultant No,Web Designing;Web development,Javascript,,Computer Science Engineering,Web Developer
Technology Communication Skills MATHEMATICS Chemist in pharmaceutical No pharmaceutical,Technology,Communication Skills,pharmaceutical,MATHEMATICS,Machine Learning Engineer
"Research, Teaching, Technology Gathering Informing, Leadership, Market Study, Team work Chemistry Design Engineer No Masters in Automotive Technologies","Research, Teaching, Technology","Gathering Informing, Leadership, Market Study, Team work",Masters in Automotive Technologies,Chemistry,Management Professional
"Financial Analysis, Teaching, Technology Accounting Skills, Communication Skills, Editing, Excel, Presentation Skills, Writing, Reading, Subject Knowledge Automobile Engineering Student (Unemployed) No Masters in Mathematics","Financial Analysis, Teaching, Technology","Accounting Skills, Communication Skills, Editing, Excel, Presentation Skills, Writing, Reading, Subject Knowledge",Masters in Mathematics,Automobile Engineering,Content Writer
"Entrepreneurship Programming, Logical Skills, Observation Skills Mathematics Back End Developer No",Entrepreneurship,"Programming, Logical Skills, Observation Skills",,Mathematics,Machine Learning Engineer
"Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport Automobile Engineering Java Developer MS HTML-CSS Foundation Certificate Masters in Science","Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport",Masters in Science,Automobile Engineering,Business Analyst
Data analytics;Data scientist;Social media marketing Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS Computer Science Engineering Software Engineer SQL,Data analytics;Data scientist;Social media marketing,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS,,Computer Science Engineering,Data Scientist
"Technology, Understand Human Behaviour ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel Information Technology Computer Software Engineer Course on R, Python, React,React Native,javaScript,typeScript Masters in Data Science","Technology, Understand Human Behaviour","ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel",Masters in Data Science,Information Technology,Data Scientist
